ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, Y, EMS, 100115, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 1, 20111219, 150550, CBENJAMIN, X, X, X, , 
ICR202, INTRO TO LAW OF CRIM PROCEDURE 202, Y, LAW, 100747, L, FA, 000, 000, Y, B, Intermediate Undergraduate, 2, 20120718, 153951, VMORTA, X, X, X, , 
IHR811, INTERNATIONAL CRIMINAL LAW 811, Y, LAW, 100747, L, CFA, 050, 050, F, F, Intermediate PG (Non research), 8, 20110909, 115609, CBENJAMIN, M, M, X, , 
IHR812, TRANSITIONAL JUSTICE 812, Y, LAW, 100747, L, CFA, 050, 050, F, F, Intermediate PG (Non research), 8, 20110909, 133111, CBENJAMIN, M, M, X, , 
ILS111, INTRO TO LEGAL STUDIES 111, Y, LAW, 100747, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20111014, 110210, NSTEVENS, X, X, X, , 
ILS121, INTRO TO LEGAL STUDIES 121, Y, LAW, 100747, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20111014, 110221, NSTEVENS, X, X, X, , 
LCP204, LAW OF CRIMINAL PROCEDURE 204, Y, LAW, 100747, L, CFA, 050, 050, Y, B, Intermediate Undergraduate, 2, 20110818, 123856, NSTEVENS, X, X, , , 
LEG401, LEGAL PROCESS 401, Y, LAW, 100747, L, CFA, 060, 040, Y, C, Higher Undergraduate, 4, 20110818, 123856, JDEDONCKER, X, X, , , 
OML811, INT ANTI-MONEY LAUNDERING LAW 811, Y, LAW, 100747, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20110909, 143354, CBENJAMIN, X, X, X, , 
PLF100, PRIVATE LAW STUDIES 100, Y, LAW, 100747, L, CFA, 060, 040, Y, B, Intermediate Undergraduate, 1, 20110818, 123856, SNITSCKIE, X, X, , , 
PLP401, PREPARING FOR LAW IN PRACTICE 401, Y, LAW, 100747, L, CFA, 050, 050, Y, C, Higher Undergraduate, 4, 20110818, 123856, CBENJAMIN, X, X, , , 
PUL100, PUBLIC LAW STUDIES 100, Y, LAW, 100747, L, CFA, 060, 040, Y, B, Intermediate Undergraduate, 1, 20110818, 123856, BBENJAMIN, X, X, , , 
ANA811, ANATOMY 811, Y, SCI, 100305, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20120507, 141755, CBENJAMIN, X, X, X, , 
HUB108, HUMAN BIOLOGY 108 (NF), Y, SCI, 100305, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20110818, 123856, MMOTTIE, X, X, , , 
HUB113, HUMAN BIOLOGY 113, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20110818, 123856, SNITSCKIE, X, X, , , 
HUB117, HUMAN BIOLOGY 117, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20110818, 123856, MMOTTIE, X, X, , , 
HUB118, HUMAN BIOLOGY 118, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20110818, 123856, MMOTTIE, X, X, , , 
HUB123, HUMAN BIOLOGY 123, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20110818, 123856, SNITSCKIE, X, X, , , 
HUB127, HUMAN BIOLOGY 127, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20110818, 123856, MMOTTIE, X, X, , , 
HUB128, HUMAN BIOLOGY 128, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20110818, 123856, MMOTTIE, X, X, , , 
HUB218, HUMAN BIOLOGY 218, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
HUB228, HUMAN BIOLOGY 228, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
LSC312, HUMAN BIOLOGY 108 (NF), Y, SCI, 100305, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20111220, 153751, CBENJAMIN, X, X, X, , 
MBS111, MEDICAL BIOSCIENCES 111, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20110818, 123856, MMOTTIE, X, X, , , 
MBS121, MEDICAL BIOSCIENCES 121, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20110818, 123856, MMOTTIE, X, X, , , 
MBS213, MEDICAL BIOSCIENCE 213 (CHS), Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20111019, 101840, ADANIELS, X, X, X, , 
MBS214, MEDICAL BIOSCIENCE 214 (CHS), Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20111019, 101937, ADANIELS, X, X, X, , 
MBS215, MEDICAL BIOSCIENCE 215 (CHS), Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111019, 101951, ADANIELS, X, X, X, , 
MBS216, MEDICAL BIOSCIENCE 216 (CHS), Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111019, 102017, ADANIELS, X, X, X, , 
MBS217, MEDICAL BIOSCIENCE 217, Y, SCI, 100305, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20111219, 145552, CBENJAMIN, X, X, X, , 
MBS218, MEDICAL BIOSCIENCE 218, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111219, 145615, CBENJAMIN, X, X, X, , 
MBS231, MEDICAL BIOSCIENCE 231, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20110818, 123856, CBENJAMIN, X, X, , , 
MBS232, MEDICAL BIOSCIENCE 232, Y, SCI, 100305, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 2, 20110818, 123856, CBENJAMIN, X, X, , , 
MBS323, MEDICAL BIOSCIENCE 323, Y, SCI, 100305, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 3, 20111028, 133939, NSTEVENS, X, X, X, , 
MBS327, MEDICAL BIOSCIENCES 327, N, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
MBS331, MEDICAL BIOSCIENCE 331, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20110818, 123856, BBENJAMIN, X, X, , , 
MBS332, MEDICAL BIOSCIENCE 332, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, BBENJAMIN, X, X, , , 
MBS701, SPECIALIST MOD IN MEDICAL BIOSC 701, Y, SCI, 100305, L, CFA, 050, 050, Y, E, Lower Postgraduate, 7, 20110818, 123856, MFU003, X, X, , , 
MBS702, ADVANCED TECHNIQUE STUDIES 702, Y, SCI, 100305, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20111019, 102055, ADANIELS, X, X, X, , 
MBS704, RESEARCH PROJECT 704, Y, SCI, 100305, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MFU003, X, X, , , 
MBS705, SPECIALIST MOD IN ANATOMICAL SC 705, Y, SCI, 100305, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120719, 144642, MMOTTIE, X, X, X, , 
MBS707, THE MICRO BIO OF FEMALE MORBIDI 707, Y, SCI, 100305, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120717, 104539, MMOTTIE, X, X, X, , 
MBS708, ADV NUTRITIONAL BIOSCIENCE 708, Y, SCI, 100305, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
MBS709, APOPTOSIS & CELL SIGNALLING 709, Y, SCI, 100305, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120719, 144558, MMOTTIE, X, X, X, , 
MBS710, PHYSICAL ACT & THE ENVIRONMENT 710, Y, SCI, 100305, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
MBS711, ADV CARDIOVASCULAR PHYSIOLOGY 711, Y, SCI, 100305, L, CFA, 050, 050, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
MBS712, FOETAL ORIGINS OF ADULT DISEASE 712, Y, SCI, 100305, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120629, 143259, MMOTTIE, X, X, X, , 
MBS713, ADV STUD IN REPRODUCT & HEALTH 713, Y, SCI, 100305, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
MBS801, MEDICAL BIOSCIENCE MASTERS THES 801, Y, SCI, 100305, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120528, 160608, VMORTA, X, X, X, , 
MBS802, MEDICAL BIOSCIENCE MASTERS THES 802, Y, SCI, 100305, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120528, 160630, VMORTA, X, X, M, , 
MBS901, MEDICAL BIOSCIENCE DOCTORAL 901, Y, SCI, 100305, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, CBENJAMIN, X, X, , , 
MBS902, MEDICAL BIOSCIENCE DOCTORAL 902, Y, SCI, 100305, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, CBENJAMIN, X, X, , , 
MIC251, MEDICAL MICROBIOLOGY 251, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20110818, 123856, MMOTTIE, X, X, , , 
MIC252, MEDICAL MICROBIOLOGY 252, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, MMOTTIE, X, X, , , 
MIC312, MICROBIOLOGY 312, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20110818, 123856, BBENJAMIN, X, X, , , 
MIC322, MICROBIOLOGY 322, N, SCI, 100305, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20110914, 140738, NSTEVENS, X, X, , , 
MIC335, ORAL MICROBIOLOGY 335, Y, SCI, 100305, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 3, 20110818, 123856, MMOTTIE, X, X, , , 
MIC342, MICROBIOLOGY 342, N, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110914, 140753, NSTEVENS, X, X, , , 
MIC351, MEDICAL MICROBIOLOGY 351, N, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20110818, 123856, MMOTTIE, X, X, , , 
MIC352, MEDICAL MICROBIOLOGY 352, N, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, MMOTTIE, X, X, , , 
MIC353, MEDICAL MICROBIOLOGY 353, Y, SCI, 100305, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20111219, 145640, CBENJAMIN, X, X, X, , 
MIC354, MEDICAL MICROBIOLOGY 354, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20111219, 145700, CBENJAMIN, X, X, X, , 
ORB821, ORAL BIOLOGY(ANA & PHY)821, Y, SCI, 100305, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, MFL009, X, X, , , 
ORM813, ORAL MICROBIOLOGY, Y, SCI, 100305, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, MFL009, X, X, , , 
PHL802, PHYSIOLOGY MAG THESIS 802, Y, SCI, 100305, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, VMORTA, X, X, , , 
PSE319, PHYSIOLOGY 319, Y, SCI, 100305, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
PSE329, PHYSIOLOGY 329, Y, SCI, 100305, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
PSE811, PHYSIOLOGY 811, Y, SCI, 100305, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, CBENJAMIN, X, X, , , 
BTN211, BIOTECHNOLOGY 211, Y, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20110818, 123856, VMORTA, X, X, , , 
BTN213, BIOTECHNOLOGY 213, Y, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, VMORTA, X, X, , , 
BTN214, BIOTECHNOLOGY 214, Y, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20110818, 123856, VMORTA, X, X, , , 
BTN215, BIOTECHNOLOGY 215, Y, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20110818, 123856, MMOTTIE, X, X, , , 
BTN216, BIOTECHNOLOGY 216, Y, SCI, 100307, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20110818, 123856, VMORTA, X, X, , , 
BTN222, BIOTECHNOLOGY 222, Y, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, MMOTTIE, X, X, , , 
BTN311, BIOTECHNOLOGY 311, Y, SCI, 100307, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20111128, 145901, CBENJAMIN, X, X, X, , 
BTN312, BIOTECHNOLOGY 312, Y, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, VMORTA, X, X, , , 
BTN322, BIOTECHNOLOGY 322, Y, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, VMORTA, X, X, , , 
BTN323, BIOTECHNOLOGY 323, Y, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, VMORTA, X, X, , , 
BTN324, BIOTECHNOLOGY 324, Y, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, VMORTA, X, X, , , 
BTY320, INTRODUCTION TO BIOINFORMATICS 320, N, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY322, BIOTECHNOLOGY 322, N, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY323, BIOTECHNOLOGY 323, N, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY324, BIOTECHNOLOGY 324, N, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY325, BIOTECHNOLOGY 325, N, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY326, BIOTECHNOLOGY 326, N, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY327, BIOTECHNOLOGY 327, N, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY328, BIOTECHNOLOGY 328, N, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY330, BIOTECHNOLOGY 330, N, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY332, BIOTECHNOLOGY 332, N, SCI, 100307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY333, BIOTECHNOLOGY 333, N, SCI, 100307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BTY701, MBP BIOINFORMATICS 701, Y, SCI, 100307, L, CA, 100, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY702, LITERATURE REVIEW 702, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
BTY703, BIOTECHNOLOGY RESEARCH 703, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
BTY704, ADV PLANT BIOTECHNOLOGY 704, Y, SCI, 100307, L, FA, 000, 100, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
BTY705, DRUG DISCOVERY 705, Y, SCI, 100307, L, CA, 100, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY706, BIOTECHNOLOGY EXTREMOPHILES 706, Y, SCI, 100307, L, FA, 000, 100, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY707, PROTEIN EXPRS & PURIFICATION 707, Y, SCI, 100307, L, FA, 000, 100, F, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY708, PLANT BREEDING AND MARKERS 708, Y, SCI, 100307, L, FA, 000, 100, F, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY709, GENOMICS 709, Y, SCI, 100307, L, FA, 000, 000, S, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
BTY710, APOPTOSIS 710, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MFU003, X, X, , , 
BTY711, ADVANCED FOOD MICROBIOLOGY 711, Y, SCI, 100307, L, FA, 000, 100, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY712, ETHICS IN BIOTECHNOLOGY 712, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MFU003, X, X, , , 
BTY713, MOLECULAR VIROLOGY 713, Y, SCI, 100307, L, FA, 000, 100, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY714, FORENSIC DNA ANALYSIS 714, Y, SCI, 100307, L, FA, 000, 100, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY715, PROTEIN STRUCT DETERMINATION 715, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
BTY716, BIOCONTROL 716, Y, SCI, 100307, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
BTY717, SPECIAL TOPICS 717, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MFU003, X, X, , , 
BTY718, PROTEOMICS 718, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
BTY719, BIOFUELS 719, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
BTY720, HUMAN GENETIC DIVERSITY & ORIGINS., Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
BTY801, BIOTECHNOLOGY MASTERS THESIS 801, Y, SCI, 100307, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
BTY802, BIOTECHNOLOGY MASTERS THESIS 802, Y, SCI, 100307, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
BTY803, STRUCTURAL BIOLOGY 803, N, SCI, 100307, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110914, 140540, NSTEVENS, X, X, , , 
BTY804, STRUCTURAL BIOLOGY 804, N, SCI, 100307, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110914, 140551, NSTEVENS, X, X, , , 
BTY901, BIOTECHNOLOGY DOCTORAL (1ST ENR)901, Y, SCI, 100307, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, BBENJAMIN, X, X, , , 
BTY902, BIOTECHNOLOGY DOCTORAL (2ND ENR)902, Y, SCI, 100307, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, BBENJAMIN, X, X, , , 
MMB315, MICRO SYSTEM BASED INFECTION, Y, SCI, 100307, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
STB710, MOLECULAR BIOLOGY PRIMER, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB711, COMPUTATIONAL & MATHEMATICAL PRIMER, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB712, THREE DIMENSIONAL MICROSCOPY, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB713, STRUC BIOINFORMATICS & MOL MOD, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB714, PROT NUC MAGNET RESONANCE SPECTROSC, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB715, X-RAY CRYSTALLOGRAPHY OF PROTEINS, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB716, PRINCIPLES OF PROTEIN STRUCTURE, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB717, PROTEIN EXPRESSION & PURIFICATION, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB718, CELL BIOLOGY PRIMER, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
STB719, APPLICATIONS OF STRUCTURAL BIOLOGY, Y, SCI, 100307, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
BCB311, BIODIVERSITY & CONSERVATION 311, N, SCI, 100309, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB312, BIODIVERSITY & CONSERVATION 312, N, SCI, 100309, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB321, BIODIVERSITY & CONSERVATION 321, N, SCI, 100309, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB322, BIODIVERSITY & CONSERVATION 322, N, SCI, 100309, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB331, BIODIVERSITY & CONSERVATION 331, N, SCI, 100309, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB332, BIODIVERSITY & CONSERVATION 332, N, SCI, 100309, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB341, BIODIVERSITY & CONSERVATION 341, N, SCI, 100309, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB342, BIODIVERSITY & CONSERVATION 342, N, SCI, 100309, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, NSTEVENS, X, X, , , 
BCB701, BCB HONOURS 701, Y, SCI, 100309, L, CA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MFU003, X, X, , , 
BCB702, BCB HONOURS 702, Y, SCI, 100309, L, CA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
BCB703, BCB HONOURS 703, Y, SCI, 100309, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
BCB704, PHYSIOLOGY OF SCIENCE 704, Y, SCI, 100309, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
BCB710, RESOURCE MAPPING 710, Y, SCI, 100309, L, CA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MFU003, X, X, , , 
BCB715, PELAGIC BIODIVERSITY 715, N, SCI, 100309, L, CA, 000, 000, Y, E, Lower Postgraduate, 7, 20110914, 140125, NSTEVENS, X, X, , , 
BCB730, BIOLOGY EDUCATION 730, Y, SCI, 100309, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
BCB731, DIVERSITY, EVOL & CONSERV 731, Y, SCI, 100309, L, CA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
BCB732, MARINE BIOLOGY 732, Y, SCI, 100309, L, CA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
BCB733, HERPETOLOGY 733, Y, SCI, 100309, L, CA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, VMORTA, X, X, , , 
BCB734, PLANT PHYSIOLOGY 734, Y, SCI, 100309, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, CBENJAMIN, X, X, , , 
BCB801, BIODIVESITY MASTERS THESIS 801, Y, SCI, 100309, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
BCB802, BIODIVESITY MASTERS THESIS 802, Y, SCI, 100309, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
BCB901, BIODIVERSITY DOCTORAL THESIS 901, Y, SCI, 100309, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, CBENJAMIN, X, X, , , 
BCB902, BIODIVERSITY DOCTORAL THESIS 902, Y, SCI, 100309, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, CBENJAMIN, X, X, , , 
BDC211, BIODIVERSITY & CONSERVATION 211, Y, SCI, 100309, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 2, 20110921, 111117, SNITSCKIE, X, X, X, , 
BDC212, BIODIVERSITY & CONSERVATION 212, Y, SCI, 100309, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20110921, 111132, SNITSCKIE, X, X, X, , 
BDC221, BIODIVERSITY & CONSERVATION 221, Y, SCI, 100309, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20110818, 123856, MMOTTIE, X, X, , , 
BDC222, BIODIVERSITY & CONSERVATION 222, Y, SCI, 100309, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 2, 20110818, 123856, VMORTA, X, X, , , 
BDC311, BIODIVERSITY & CONSERVATION 311, Y, SCI, 100309, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20110818, 123856, VMORTA, X, X, , , 
BDC312, BIODIVERSITY & CONSERVATION 312, Y, SCI, 100309, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20110818, 123856, SNITSCKIE, X, X, , , 
