2012, EMS, 100115, ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, S2, , 
2012, CHS, 100819, SRE738, BIOKINETICS PRACTICE 738, S2, , 
2012, CHS, 100819, SRE739, APPLIED RESEARCH METHODS 739, YR, , 
2012, CHS, 100819, SRE740, SPORT TECHNOLOGY 740, S1, , 
2012, CHS, 100819, SRE741, CONDITIONING FOR SPORT 741, YR, , 
2012, CHS, 100819, SRE743, SOCIOLOGY OF SPORT 743, S2, , 
2012, CHS, 100819, SRE744, COMMUNITY HEALTH PROMOTION 744, S2, , 
2012, CHS, 100819, SRE801, SRES THESIS  801, YR, , 
2012, CHS, 100819, SRE802, THESIS SRES 802, YR, , 
2012, CHS, 100819, SRE806, ADVANCE RES METHODS 806, S1, , 
2012, CHS, 100819, SRE901, SRES DOCTORAL THESIS 901, YR, , 
2012, CHS, 100819, SRE902, SRES DOCTORAL THESIS 902, YR, , 
2012, CHS, 100821, BCM301, GENERAL MEDICINE 301, S2, , 
2012, CHS, 100821, BCM401, GENERAL MEDICINE 401, YR, , 
2012, CHS, 100821, BCM402, CLINICAL DIAGNOSIS 402, YR, , 
2012, CHS, 100821, BCM409, EMERGENCY CARE 409, S2, , 
2012, CHS, 100821, BCM410, COUNSELLING SKILLS 410, S2, , 
2012, CHS, 100821, BCM501, ETHICS,JURISPRUDENCE & PRAC MAN 501, S2, , 
2012, CHS, 100821, CMA111, CHINESE MEDICINE THEORY 111, S1, , 
2012, CHS, 100821, CMA121, CHINESE MEDICINE THEORY 121, S2, , 
2012, CHS, 100821, CMA211, CHINESE MEDICINE THEORY 211, S1, , 
2012, CHS, 100821, CMA212, CHINESE HERBAL MEDICINE 212, S1, , 
2012, CHS, 100821, CMA213, ACUPUNCTURE 213, S1, , 
2012, CHS, 100821, CMA221, CHINESE MEDICINE THEORY 221, S2, , 
2012, CHS, 100821, CMA222, CHINESE HERBAL MEDICINE 222, S2, , 
2012, CHS, 100821, CMA223, ACUPUNCTURE 223, S2, , 
2012, CHS, 100821, CMA311, CHINESE MEDICINE THEORY 311, S1, , 
2012, CHS, 100821, CMA312, CHINESE HERBAL MEDICINE 312, S1, , 
2012, CHS, 100821, CMA313, ACUPUNCTURE 313, S1, , 
2012, CHS, 100821, CMA321, CHINESE MEDICINE THEORY 321, S2, , 
2012, CHS, 100821, CMA322, CHINESE HERBAL MEDICINE 322, S2, , 
2012, CHS, 100821, CMA323, ACUPUNCTURE 323, S2, , 
2012, CHS, 100821, CMA401, CHINESE MEDICINE THEORY 401, S1, , 
2012, CHS, 100821, CMA402, CHINESE MEDICINE THEORY 402, S2, , 
2012, CHS, 100821, CMA404, CLINICAL PRACTICE 404, YR, , 
2012, CHS, 100821, CMA405, TUINA (TAICHI)405, YR, , 
2012, CHS, 100821, CMA502, CHINESE MEDICINE THEORY 502, S1, , 
2012, CHS, 100821, CMA503, CHINESE MEDICINE THEORY 503, S2, , 
2012, CHS, 100821, CMA504, CLINICAL PRACTICE 504, YR, , 
2012, CHS, 100821, CMA508, RESEARCH PROJECT 508, YR, , 
2012, CHS, 100821, NAT111, PRINCIPAL OF NAT HEALING SYSTEM 111, S1, , 
2012, CHS, 100821, NAT112, IPOC (NATURAL MEDICINE), T3, , 
2012, CHS, 100821, NAT123, PHC (NATURAL MEDICINE), T2, , 
2012, CHS, 100821, NAT201, COMP COMPLEMENTAR HEALING SYSTEM201, S2, , 
2012, CHS, 100821, NAT219, HEALTH PROMOTION 219, T3, , 
2012, CHS, 100821, NAT311, PATHOLOGY 311, S1, , 
2012, CHS, 100821, NAT312, HERBAL PHARMACOGNOSY 312, S1, , 
2012, CHS, 100821, NAT321, PATHOLOGY 321, S2, , 
2012, CHS, 100821, NAT322, HERBAL PHARMACOGNOSY 322, S2, , 
2012, CHS, 100821, NAT403, DIFFERENTIAL DIAG NATUROPATHY 403, S1, , 
2012, CHS, 100821, NAT404, CLINICAL PRACTICE (NAT) 404, YR, , 
2012, CHS, 100821, NAT411, TREATMENT MOD FOR NATUROPATHY 411, S1, , 
2012, CHS, 100821, NAT421, TREATMENT MOD FOR NATUROPATHY 421, S2, , 
2012, CHS, 100821, NAT504, CLINICAL PRACTICE (NATUROPATHY) 504, YR, , 
2012, CHS, 100821, NAT508, RESEARCH PROJECT (NATUROPATHY) 508, YR, , 
2012, CHS, 100821, NAT511, TREATMENT MOD FOR NATUROPATHY 511, S1, , 
2012, CHS, 100821, NAT521, TREATMENT MOD FOR NATUROPATHY 521, S2, , 
2012, CHS, 100821, PHH403, DIFFERENTIAL DIAG FOR PHYTOTHER 403, S1, , 
2012, CHS, 100821, PHH404, CLINICAL PRACTICE (PHYTOTHERAPY)404, YR, , 
2012, CHS, 100821, PHH405, MATERIA MEDICA 405, YR, , 
2012, CHS, 100821, PHH406, CLINICAL PHYTOTHERAPY 406, YR, , 
2012, CHS, 100821, PHH407, HERBAL PHARMACOLOGY 407, S2, , 
2012, CHS, 100821, PHH504, CLINICAL PRACTICE II(PHYTOTHER) 504, YR, , 
2012, CHS, 100821, PHH505, MATERIA MEDICA 505, YR, , 
2012, CHS, 100821, PHH506, CLINICAL PHYTOTHERAPY 506, YR, , 
2012, CHS, 100821, PHH507, HERBAL PHARMACY 507, S2, , 
2012, CHS, 100821, PHH508, RESEARCH PROJECT (PHYTOTHERAPY) 508, YR, , 
2012, CHS, 100821, TIB404, CLINICAL PRACTICE (TIBB)404, YR, , 
2012, CHS, 100821, TIB411, PATHOLOGY & DIAGNOSIS OF TIBB 411, S1, , 
2012, CHS, 100821, TIB412, PHILOSOPHY & AETIOLOGY OF TIBB 412, S1, , 
2012, CHS, 100821, TIB413, PHARMACOLOGY OF TIBB 413, YR, , 
2012, CHS, 100821, TIB414, THERAPEUTICS OF TIBB 414, S2, , 
2012, CHS, 100821, TIB415, REGIMENTAL THERAPIES 415, S2, , 
2012, CHS, 100821, TIB504, CLINICAL PRACTICE 504, YR, , 
2012, CHS, 100821, TIB508, RESEARCH PROJECT 508, YR, , 
2012, CHS, 100821, TIB521, ILLNESS MANAGEMENT 521, S1, , 
2012, CHS, 100821, TIB522, ILLNESS MANAGEMENT 522, S1, , 
2012, CHS, 100821, TIB523, ILLNESS MANAGEMENT 523, S2, , 
2012, CHS, 100821, TIB524, ILLNESS MANAGEMENT 524, S2, , 
2012, CHS, 100821, TIB525, ILLNESS MANAGEMENT 525, S2, , 
2012, DEN, 100507, ADC111, DISCIPLINES OF DENTISTRY 111, S2, , 
2012, DEN, 100507, ADP120, CLINICAL ORAL HEALTH I, YR, , 
2012, DEN, 100507, ALC110, ACADEMIC LITERACY 110, YR, , 
2012, DEN, 100507, ALD101, ACADEMIC LITERACY, YR, , 
2012, DEN, 100507, ALD110, ACADEMIC LITERACY FOR DENTISTRY, YR, , 
2012, DEN, 100507, ALD111, ACADEMIC LITERACY FOR DENTISTRY 111, YR, , 
2012, DEN, 100507, ARS300, APPLIED RESEARCH, YR, , 
2012, DEN, 100507, CLD100, CLINICAL DENTISTRY I, YR, , 
2012, DEN, 100507, CLP100, CLINICAL PRACTICE I, S2, , 
2012, DEN, 100507, CLP122, CLINICAL PRACTICE I, S2, , 
2012, DEN, 100507, CLP200, CLINICAL PRACTICE II, YR, , 
2012, DEN, 100507, CLP201, CLINICAL PRACTICE II 201, YR, , 
2012, DEN, 100507, CLP300, CLINICAL PRACTICE 3 (BOH), YR, , 
2012, DEN, 100507, CPR121, CLINICAL PRACTICE I 121, YR, , 
2012, DEN, 100507, CTD161, CRITICAL THINKING:DENTISTRY 161, S2, , 
2012, DEN, 100507, DEN900, POST DOCTORAL RESEARCH FELLOWS, YR, , 
2012, DEN, 100507, DNT801, DENTISTRY MASTERS THESIS 801, YR, , 
2012, DEN, 100507, DNT802, DENTISTRY MASTERS THESIS 802, YR, , 
2012, DEN, 100507, DNT803, DENTISTRY MINI-THESIS 803, YR, , 
2012, DEN, 100507, DNT804, DENTISTRY MINI-THESIS 804, YR, , 
2012, DEN, 100507, DNT901, DENTISTRY DOCTORAL THESIS 901, YR, , 
2012, DEN, 100507, DNT902, DENTISTRY DOCTORAL THESIS 902, YR, , 
2012, DEN, 100507, DPH810, DENTAL PUBLIC HEALTH 810, S1, , 
2012, DEN, 100507, DPH811, INTRO TO DENTAL PUBLIC HEALTH 811, YR, , 
2012, DEN, 100507, DPH812, BEHAVIOURAL SCIENCE & DENTISTRY 812, YR, , 
2012, DEN, 100507, DPH813, HEALTH ECONOMICS, S2, , 
2012, DEN, 100507, DPH821, DPH CASES 1 - 6, YR, , 
2012, DEN, 100507, DPH822, FIELD PLACEMENT 1(A), YR, , 
2012, DEN, 100507, DPH823, FIELD PLACEMENT 1(B), YR, , 
2012, DEN, 100507, DPH824, ACADEMIC PLACEMENT 3, YR, , 
2012, DEN, 100507, DPH831, DPH CASES 7 - 10, YR, , 
2012, DEN, 100507, DPH834, ACADEMIC PLACEMENT 4, YR, , 
2012, DEN, 100507, DPH837, FIELD PLACEMENT 3, YR, , 
2012, DEN, 100507, DPH838, FIELD PLACEMENT 4, YR, , 
2012, DEN, 100507, DPH839, APPLIED DENTAL PUBLIC HEALTH, YR, , 
2012, DEN, 100507, DPH841, ACADEMIC PLACEMENT 841, YR, , 
2012, DEN, 100507, DPH842, ACADEMIC PLACEMENT 2, YR, , 
2012, DEN, 100507, DRE410, DENTAL RESEARCH 410, YR, , 
2012, DEN, 100507, EPM224, ETHICS, S2, , 
2012, DEN, 100507, EPM312, ETHICS & PRACTICE MANAGEMENT (BOH), S2, , 
2012, DEN, 100507, ETH521, ETHICS, S2, , 
2012, DEN, 100507, FAL161,  FUNDAMENTALS :ACADEMIC LITERACY, S2, , 
2012, DEN, 100507, HDP, CLINICAL DENTISTRY I, YR, , 
2012, DEN, 100507, HDP001, HD AND PRIMARY HEALTH CARE 001, S2, , 
2012, DEN, 100507, HDP124, HD AND PRIMARY HEALTH CARE 124, T2, , 
2012, DEN, 100507, HPD111, INTERDISCIPLINARY HEALTH PROMOTION, T3, , 
2012, DEN, 100507, HSY300, HEALTH SYSTEMS 300 (BOH), S1, , 
2012, DEN, 100507, HSY500, HEALTH SYSTEMS, S1, , 
2012, DEN, 100507, ICP110, INTRODUCTION TO CLINICAL PRACTICES, S1, , 
2012, DEN, 100507, IHP121, INTERDISCIPLINARY HEALTH PROMO 121, S2, , 
2012, DEN, 100507, MHD222, MEASURING HEALTH & DISEASE 222, S2, , 
2012, DEN, 100507, MHD223, MEASURING HEALTH & DISEASE 223, S2, , 
2012, DEN, 100507, MHD320, MEASURING HEALTH & DISEASE 320, S2, , 
2012, DEN, 100507, ODS120, ORAL DISEASE I, YR, , 
2012, DEN, 100507, ODS121, ORAL DISEASE I 121, S2, , 
2012, DEN, 100507, OHP120, ORAL HEALTH PROMOTION I, S1, , 
2012, DEN, 100507, OHP200, ORAL HEALTH PROMOTION II, YR, , 
2012, DEN, 100507, OHP212, ORAL HEALTH PROMOTION I, S1, , 
2012, DEN, 100507, OHP320, HEALTH PROMOTION (BOH), S2, , 
2012, DEN, 100507, OPH222, ORAL HEALTH PROMOTION I 222, S2, , 
2012, DEN, 100507, ORB813, HUMAN BIOLOGY FOR CLINICIANS 813, S1, , 
2012, DEN, 100507, ORT812, ACADEMIC PLACEMENT 812, YR, , 
2012, DEN, 100507, PDE611, PDD DENTAL EDUCATION MODULE 1, YR, , 
2012, DEN, 100507, PDE612, PDD DENTAL EDUCATION MODULE 2, YR, , 
2012, DEN, 100507, PMP200, PRAC MAN & PROF DEV (ORAL HYGIENE), S2, , 
2012, DEN, 100507, PRE410, PREVENTION  410, S1, , 
2012, DEN, 100507, PRV212, PREVENTION (OHII), S2, , 
2012, DEN, 100507, RMT811, RESEARCH METHODS 811, YR, , 
2012, DEN, 100507, SCP313, SPECIALISED CLIN PRAC FOR ORAL HEAL, S2, , 
2012, DEN, 100507, SHY211, HEALTH SYSTEMS (OHII) 211, S2, , 
2012, DEN, 100507, SPC201, SPECIAL NEEDS FOR ORAL HEALTH 201, S1, , 
2012, DEN, 100507, SPC210, SPECIAL NEEDS FOR ORAL HEALTH, YR, , 
2012, DEN, 100507, SSD112, SOCIAL SCIENCES FOR ORAL HYGIENE, S1, , 
2012, DEN, 100507, SSD121, SOCIAL SCIENCES FOR ORAL HYGIENE121, S2, , 
2012, DEN, 100507, SSD320, SOCIAL SCIENCES AND DENTISTRY, S2, , 
2012, DEN, 100509, CHM161, FUNDAMENTALS OF CHEMISTRY 161, S2, , 
2012, DEN, 100509, HUB105, HUMAN BIOLOGY 105, S2, , 
2012, DEN, 100509, HUB161,  FUNDAMENTALS OF HUMAN BIOLOGY (F), S1, , 
2012, DEN, 100509, HUB205, HUMAN BIOLOGY 205, S1, , 
2012, DEN, 100509, LFS161,  FUNDAMENTALS OF LIFE SCIENCES 161, S2, , 
2012, DEN, 100509, MFR611, MAXILLO-FACIAL RADIOLOGY 611, YR, , 
2012, DEN, 100509, MFR612, MAXILLO-FACIAL RADIOLOGY 612, YR, , 
2012, DEN, 100509, ORP833, CLINICAL ORAL PATHOLOGY 833, YR, , 
2012, DEN, 100509, ORP841, APPLIED HISTOLOGY FOR ANATOMIC PATH, S1, , 
2012, DEN, 100509, PHY161,  FUNDAMENTALS OF PHYSICS, S2, , 
2012, DEN, 100509, PSC161, PRINCIPLES OF SCIENCES 161, S1, , 
2012, DEN, 100509, RAD121, RADIOGRAPHY I 121, S2, , 
2012, DEN, 100509, RAD123, RADIOGRAPHY I, S2, , 
2012, DEN, 100509, RAD200, RADIOGRAPHY II, YR, , 
2012, DEN, 100509, RAD201, RADIOGRAPHY II 201, YR, , 
2012, DEN, 100509, RAD301, RADIOLOGICAL DIAGN FOR ORAL HEALTH, YR, , 
2012, DEN, 100509, RAD400, DIAGNOSTICS & RADIOLOGY, YR, , 
2012, DEN, 100509, RAD812, RADIOLOGY 812, YR, , 
2012, DEN, 100509, RAD821, RADIATION PHYS/RADIATION PROTECTION, S2, , 
2012, DEN, 100509, RAD822, RADIOGRAPHICS TECH (MSC), S2, , 
2012, DEN, 100509, RAD823, MAXILLIOFACIAL IMAGING, YR, , 
2012, DEN, 100509, RAD824, MAXILLIO RAD & DIAGN. INTER., YR, , 
2012, DEN, 100509, RAT200, RADIOGRAPHIC TECHNIQUES 200, S2, , 
2012, DEN, 100509, RAT300, RADIOGRAPHIC TECHNIQUES, YR, , 
2012, DEN, 100511, ANA823, ANATOMY(CAP SEL) 823 SPECIALIZATION, YR, , 
2012, DEN, 100511, ANA824, PHYSIOLOGY (CAPITA SELECTA) 824, YR, , 
2012, DEN, 100511, ANS400, ANAESTHESIOLOGY & SEDATION, YR, , 
2012, DEN, 100511, LOS200, LOCAL ANAESTHESIA & ORAL SURGERY, YR, , 
2012, DEN, 100511, MFO811, MFOS 811, YR, , 
2012, DEN, 100511, MFO812, MFOS 812, YR, , 
2012, DEN, 100511, MFO813, MFOS 813, YR, , 
2012, DEN, 100511, MFO814, MFOS 814, YR, , 
2012, DEN, 100511, MFO815, MFOS 815, YR, , 
2012, DEN, 100511, MFS300, MAXILLO-,FACIAL & ORAL SURG. I, YR, , 
2012, DEN, 100511, MFS400, MAXILLO-,FACIAL & ORAL SURG. II, YR, , 
2012, DEN, 100511, ORS611, MINOR ORAL SURGERY 611, YR, , 
2012, DEN, 100511, ORS612, MINOR ORAL SURGERY 612, YR, , 
2012, DEN, 100511, PAS611, PAIN AND SEDATION 611, YR, , 
2012, DEN, 100511, PAS612, PAIN AND SEDATION 612, YR, , 
2012, DEN, 100511, POH121, PHARMACOLOGY FOR ORAL HEALTH, S1, , 
2012, DEN, 100511, SUR812, GENERAL SURGERY 812, YR, , 
2012, DEN, 100517, CLD200, CLINICAL DENTISTRY II, YR, , 
2012, DEN, 100517, OBI210, ORAL BIOLOGY, S1, , 
2012, DEN, 100517, OMD611, ORAL MEDICINE 611, YR, , 
2012, DEN, 100517, OMD612, ORAL MEDICINE 612, YR, , 
2012, DEN, 100517, OMD811, ORAL MEDICINE IA FOR MSC, YR, , 
2012, DEN, 100517, OMD812, ORAL MEDICINE IIA FOR MSC, YR, , 
2012, DEN, 100517, OMD821, ORAL MEDICINE IB FOR MSC, YR, , 
2012, DEN, 100517, OMD822, ORAL MEDICINE IIB FOR MSC, YR, , 
2012, DEN, 100517, OMP300, ORAL MEDICINE & PERIODONTOLOGY I, YR, , 
2012, DEN, 100517, OMP400, ORAL MED. & PERIODONTTOLOGY II, YR, , 
2012, DEN, 100517, OMP811, ORAL MEDICINE & PERIODONTICS 811, YR, , 
2012, DEN, 100517, OMP812, ORAL MEDICINE & PERIODONTICS 812, YR, , 
2012, DEN, 100517, OMP813, ORAL MEDICINE & PERIODONTICS 813, YR, , 
2012, DEN, 100517, OMP814, ORAL MEDICINE & PERIODONTICS 814, YR, , 
2012, DEN, 100517, PER210, PERIODONT: ORAL HEALTH 210, S2, , 
2012, DEN, 100517, PER611, PERIODONTICS 611, YR, , 
2012, DEN, 100517, PER612, PERIODONTICS 612, YR, , 
2012, DEN, 100517, PER821, PERIODONTOLOGY IA FOR MSC, YR, , 
2012, DEN, 100517, PER822, PERIODONTOLOGY IIA FOR MSC, YR, , 
2012, DEN, 100517, PER823, PERIODONTOLOGY IB FOR MSC, YR, , 
2012, DEN, 100517, PER824, PERIODONTOLOGY IIB FOR MSC, YR, , 
2012, DEN, 100517, PPT211, PRE CLINICAL PERIODONTIC TECHNIQUES, S1, , 
2012, DEN, 100519, ANP811, ANATOMICAL PATHOLOGY FOR MSCI, S2, , 
2012, DEN, 100519, ANP812, ANATOMICAL PATHOLOGY FOR MSCII, S1, , 
2012, DEN, 100519, BDP220, BASIS OF DISEASE PROCESS, S2, , 
2012, DEN, 100519, FOD611, FORENSIC ODONTOLOGY 611, YR, , 
2012, DEN, 100519, FOD612, FORENSIC ODONTOLOGY 612, YR, , 
2012, DEN, 100519, FOR811, FORENSIC DENTISTRY 811, YR, , 
2012, DEN, 100519, FOR813, FORENSIC ODONTOLOGY 813, YR, , 
2012, DEN, 100519, FOR814, FORENSIC ODONTOLOGY 814, YR, , 
2012, DEN, 100519, MPO811, ORAL & MAXILLOFACIAL PATH FOR MSCI, S2, , 
2012, DEN, 100519, MPO812, ORAL & MAXILLOFACIAL PATH FOR MSCII, YR, , 
2012, DEN, 100519, ODP310, ORAL DISEASES & PREVENTION III (BOH, S1, , 
2012, DEN, 100519, ODS210, ORAL DISEASE II, YR, , 
2012, DEN, 100519, OPA400, ORAL PATHOLOGY, YR, , 
2012, DEN, 100519, ORB101, ORAL BIOLOGY (OH) I, YR, , 
2012, DEN, 100519, ORB811, ORAL BIOLOGY 811, YR, , 
2012, DEN, 100519, ORP811, HISTOLOGY FOR PATHOLOGY, YR, , 
2012, DEN, 100519, ORP814, MAXILLOFACIAL PATHOLOGY 814, YR, , 
2012, DEN, 100519, ORP815, ACADEMIC PLACEMENT IN ORAL PATH, YR, , 
2012, DEN, 100519, ORP821, MOLECULAR PATHOLOGY 821, YR, , 
2012, DEN, 100519, ORP822, ANATOMICAL PATHOLOGY 822, YR, , 
2012, DEN, 100519, ORP823, MAXILLOFACIAL PATHOLOGY 823, YR, , 
2012, DEN, 100519, ORP824, CLINICAL ORAL PATHOLOGY 824, YR, , 
2012, DEN, 100519, ORP831, ANATOMICAL PATHOLOGY 831, YR, , 
2012, DEN, 100519, ORP832, CLINICAL PATHOLOGY 832, YR, , 
2012, DEN, 100519, PAT310, SYSTEMATIC PATHOLOGY, S1, , 
2012, DEN, 100519, PAT811, ORAL PATHOLOGY 811, YR, , 
2012, DEN, 100519, PAT812, GENERAL PATHOLOGY 812, YR, , 
2012, DEN, 100519, PAT813, ORAL PATHOLOGY AND RADIOLOGY, YR, , 
2012, DEN, 100519, PAT822, ORAL PATHOLOGY 822, YR, , 
2012, DEN, 100519, PAT826, ORAL PATHOLOGY FOR MSC, YR, , 
2012, DEN, 100519, PAT831, ORAL PATHOLOGY 831, YR, , 
2012, DEN, 100519, PAT832, ORAL PATHOLOGY FOR MSC, S2, , 
2012, DEN, 100519, PAT841, ORAL PATHOLOGY 841, S1, , 
2012, DEN, 100519, POP611, PDD ORAL PATHOLOGY MODULE 1, YR, , 
2012, DEN, 100519, POP612, PDD ORAL PATHOLOGY MODULE 2, YR, , 
2012, DEN, 100521, INO611, INTERCEPTIVE ORTHODONTICS 611, YR, , 
2012, DEN, 100521, INO612, INTERCEPTIVE ORTHODONTICS 612, YR, , 
2012, DEN, 100521, INO811, INTERCEPTIVE ORTHODONTICS, YR, , 
2012, DEN, 100521, ORT320, BASIC ORTHODONTICS III (B CH D III), S2, , 
2012, DEN, 100521, ORT400, ORTHODONTICS I, YR, , 
2012, DEN, 100521, ORT813, ACADEMIC PLACEMENT 813, YR, , 
2012, DEN, 100521, ORT814, ORTHODONTIC SEMINARS 814, S2, , 
2012, DEN, 100521, ORT821, PRECLINICAL 821, YR, , 
2012, DEN, 100521, ORT822, ORTHODONTIC SEMINARS 822, S2, , 
2012, DEN, 100521, ORT823, ORTHODONTIC SEMINARS 823, S2, , 
2012, DEN, 100521, ORT824, CLINICAL ORTHODONTICS 824, YR, , 
2012, DEN, 100521, ORT831, ACADEMIC PLACEMENT 831, YR, , 
2012, DEN, 100521, ORT832, CLINICAL ORTHODONTICS 832, YR, , 
2012, DEN, 100521, ORT833, CLINICAL ORTHODONTICS 833, YR, , 
2012, DEN, 100521, ORT834, ACADEMIC PLACEMENT 834, YR, , 
2012, DEN, 100521, ORT841, ORTHODONTIC SEMINARS 841, S2, , 
2012, DEN, 100521, ORT851, CLINICAL ORTHODONTICS 851, YR, , 
2012, DEN, 100521, PED400, PAEDIATRIC DENTISTRY, YR, , 
2012, DEN, 100521, PED611, PEADIATRIC DENTISTRY 611, YR, , 
2012, DEN, 100521, PED612, PEADIATRIC DENTISTRY 612, YR, , 
2012, DEN, 100521, PED811, PAEDIATRIC DENTISTRY I, YR, , 
2012, DEN, 100521, PED812, PAEDIATRIC DENTISTRY II, YR, , 
2012, DEN, 100525, AMD400, ADVANCED DENTAL MATERIALS 400, YR, , 
2012, DEN, 100525, ANS611, AESTHETIC DENTISTRY 611, YR, , 
2012, DEN, 100525, ANS612, AESTHETIC DENTISTRY 612, YR, , 
2012, DEN, 100525, ART510, ADVANCED REST DENTISTRY TECHNIQUES, S1, , 
2012, DEN, 100525, BDM200, BASIC DENTAL MATERIALS 200, S2, , 
2012, DEN, 100525, CLD500, CLINICAL DENTISTRY V, YR, , 
2012, DEN, 100525, CLD611, CLINICAL DENTISTRY 611, YR, , 
2012, DEN, 100525, CLD612, CLINICAL DENTISTRY 612, YR, , 
2012, DEN, 100525, CON201, CONSERVATIVE DENTISTRY PROSTH & ORT, YR, , 
2012, DEN, 100525, CON300, CONSERVATIVE DENTISTRY I, YR, , 
2012, DEN, 100525, CON400, CONSERVATIVE DENTISTRY II, YR, , 
2012, DEN, 100525, DMT300, DENTAL MATERIALS 300, YR, , 
2012, DEN, 100525, END400, ENDODONTICS, YR, , 
2012, DEN, 100525, END611, ENDODONTICS 611, YR, , 
2012, DEN, 100525, END612, ENDODONTICS 612, YR, , 
2012, DEN, 100525, IMP500, IMPLANTS, S1, , 
2012, DEN, 100525, IMP611, IMPLANTOLOGY 611, YR, , 
2012, DEN, 100525, IMP612, IMPLANTOLOGY 612, YR, , 
2012, DEN, 100525, IRT310, INVASIVE RESTORATIVE TECHNIQUES, S1, , 
2012, DEN, 100525, NRT120, NON-INVASIVE RESTORATIVE TECHNIQUES, S2, , 
2012, DEN, 100525, NRT220, NON-INVASIVE RESTORATIVE TECHNIQUES, S2, , 
2012, DEN, 100525, PRM500, PRACTICE MANAGEMENT 500, S2, , 
2012, DEN, 100525, PRO300, DENTAL PROSTHETICS I, S2, , 
2012, DEN, 100525, PRO400, DENTAL PROSTHETICS II, S2, , 
2012, DEN, 100525, PRO611, DENTAL PROSTHETICS 611, YR, , 
2012, DEN, 100525, PRO612, DENTAL PROSTHETICS 612, YR, , 
2012, DEN, 100525, PRS811, PROSTHODONTICS 811, YR, , 
2012, DEN, 100525, PRS812, PROSTHODONTICS 812, YR, , 
2012, DEN, 100525, PRS813, PROSTHODONTICS 813, YR, , 
2012, DEN, 100525, PRS814, PROSTHODONTICS 814, YR, , 
2012, DEN, 100525, PRS842, PROSTHETICS 842, YR, , 
2012, DEN, 100525, PRT200, PROSTHETICS TECHNIQUES, S2, , 
2012, DEN, 100525, PRT410, REMOVABLE PARTIAL DENTURES TECHNIQ, S1, , 
2012, DEN, 100525, RES611, RESTORATIVE DENTISTRY 611, YR, , 
2012, DEN, 100525, RES612, RESTORATIVE DENTISTRY 612, YR, , 
2012, DEN, 100525, RST811, RESTORATIVE DENTISTRY 811, YR, , 
2012, DEN, 100525, RST812, RESTORATIVE DENTISTRY 812, YR, , 
2012, DEN, 100525, RST813, RESTORATIVE DENTISTRY 813, YR, , 
2012, DEN, 100525, TMO200, TOOTH MORPHOLOGY 200, S1, , 
, 
2012, EDU, 100405, BED742, RESEARCH PROJECT B, S2, , 
2012, EDU, 100405, COE801, COMPARATIVE EDUC MAG THES (1ST ENR), YR, , 
2012, EDU, 100405, COE802, COMP EDUC (MPHIL) THES(2ND & FURTH), YR, , 
2012, EDU, 100405, COE803, COMP EDUC MAG MINI THES(1ST) 803, YR, , 
2012, EDU, 100405, COE804, COMP EDUC MAG MINI THESIS (2ND)804, YR, , 
2012, EDU, 100405, COE901, COMPARATIVE EDUC DOC (1ST ENROLM), YR, , 
2012, EDU, 100405, COE902, COMPARATIVE EDUC DOC (2ND ENROLM), YR, , 
2012, EDU, 100405, LIT101, LITERACY 101, T3, , 
2012, EDU, 100405, LIT201, LITERACY 201, T3, , 
2012, EDU, 100405, LIT301, LITERACY 301, T3, , 
2012, EDU, 100405, LIT401, LITERACY 401, T3, , 
2012, EDU, 100405, MAR413, METHOD OF ARABIC, YR, , 
2012, EDU, 100405, MGE411, METHOD OF GEOGRAPHY 411, S1, , 
2012, EDU, 100405, MTX201, METHOD OF XHOSA 201, S1, , 
2012, EDU, 100405, NMY101, NUMERACY 101 (NC), T3, , 
2012, EDU, 100405, NMY201, NUMERACY 201 (NC), T3, , 
2012, EDU, 100405, NMY301, NUMERACY 301 (NC), T3, , 
2012, EDU, 100405, NMY401, NUMERACY 401 (NC), T3, , 
2012, EDU, 100405, NPD111, COMMUNICATION LANG OF INSTRUCTION, YR, , 
2012, EDU, 100405, NPD112, LIFE ORIENTATION B, YR, , 
2012, EDU, 100405, PHE803, PHIL EDUC MAG MINI THES(1ST) 803, YR, , 
2012, EDU, 100409, BED712, DEVELOPMENT & LEARNING, S1, , 
2012, EDU, 100409, BED715, EDUCAT PSYCH RESEARCH PROJECT, YR, , 
2012, EDU, 100409, BED716, EDUCAT MANAGEMENT & LEADERSHIP, S1, , 
2012, EDU, 100409, BED726, SOCIOLINGUISTICS IN EDUCATION, S2, , 
2012, EDU, 100409, BED737, SPECIAL NEEDS & SUPPORT SERV (2ND), S2, , 
2012, EDU, 100409, BED738, PROF COUNSELLING PRACTICUM 738, S2, , 
2012, EDU, 100409, BED739, LIFESKILLS & HEALTH EDUC, S1, , 
2012, EDU, 100409, BED748, EDUCATION CHANGE MANAGEMENT, S2, , 
2012, EDU, 100409, BED749, PSYCHO-EDU ASSESSMENT, S2, , 
2012, EDU, 100409, BED751, FORMAL LANGUAGE STUDY, S2, , 
2012, EDU, 100409, BED752, ADOLESCENT LITERATURE, S1, , 
2012, EDU, 100409, BED754, LANGUAGE IN EDUCATION POLICY, S1, , 
2012, EDU, 100409, COU400, COUNSELLING SKILLS 400, S2, , 
2012, EDU, 100409, EDO902, EDUCATIONAL PSYCH DOC(2ND ENR) 902, YR, , 
